review_id;comentario;app_name;issue;business_capability;capability_level;capability_type;business_value
316a3308d906b7f0f0976be800bc911a;Aplicativo de um banco consolidado não ter o modo escuro? É uma vergonha 🤣;Santander;Falta de Modo Escuro;Interface e Experiência do Usuário;1.0;Supporting;Medium
316a3308d906b7f0f0976be800bc911a;Aplicativo de um banco consolidado não ter o modo escuro? É uma vergonha 🤣;Santander;Vergonha pelo Modo Escuro Ausente;Interface e Experiência do Usuário;1.0;Supporting;Medium
31ac74cc965ece96ad68d3edf53c9f51;você entra no aplicativo consta que tem saldo por exemplo r$ 700 você vai pagar uma conta e diz que não tem saldo, mas aí é que vem o problema na hora do atendimento, eu e acredito que 99% das pessoas não querem ser atendidas por robô com mensagens automáticas semi-prontas, isso é um saco, não conseguisse atendido e muito menos meu problema resolvido;Santander;Atendimento automatizado insatisfatório;Atendimento ao Cliente;2.0;Supporting;Medium
31ac74cc965ece96ad68d3edf53c9f51;você entra no aplicativo consta que tem saldo por exemplo r$ 700 você vai pagar uma conta e diz que não tem saldo, mas aí é que vem o problema na hora do atendimento, eu e acredito que 99% das pessoas não querem ser atendidas por robô com mensagens automáticas semi-prontas, isso é um saco, não conseguisse atendido e muito menos meu problema resolvido;Santander;Problema de atendimento ao cliente;Atendimento ao Cliente;2.0;Supporting;Medium
31ac74cc965ece96ad68d3edf53c9f51;você entra no aplicativo consta que tem saldo por exemplo r$ 700 você vai pagar uma conta e diz que não tem saldo, mas aí é que vem o problema na hora do atendimento, eu e acredito que 99% das pessoas não querem ser atendidas por robô com mensagens automáticas semi-prontas, isso é um saco, não conseguisse atendido e muito menos meu problema resolvido;Santander;Saldo não reconhecido;Consulta de Saldo e Extrato;2.0;Core;High
3e4d6b3d0a5acf701e030155f75f56dd;ruim nao da pra abrir conta. baixei o app pra abrir conta mais nao da.so tem como eu acessar pelo cartao.mais como vou ter o cartão se nao tem como abrir primeiro a conta.;Santander;Acesso ao cartão;Autenticação e Acesso;1.0;Core;High
3e4d6b3d0a5acf701e030155f75f56dd;ruim nao da pra abrir conta. baixei o app pra abrir conta mais nao da.so tem como eu acessar pelo cartao.mais como vou ter o cartão se nao tem como abrir primeiro a conta.;Santander;Problemas para abrir conta;Gestão de Cadastro e Conta;2.0;Supporting;Medium
416d911c8fb7bda6036b7b6c37ceb6ec;esse aplicativo não tem transparência nenhuma quando a questão é guardar dinheiro pra poupar ou investir aí depois que vc guarda ele fala que não dá pra resgatar e que quando for resgatar perde parte do dinheiro faz o aplicativo perder a fama desse jeito;Santander;Falta de Transparência;Segurança e Proteção;1.0;Core;High
416d911c8fb7bda6036b7b6c37ceb6ec;esse aplicativo não tem transparência nenhuma quando a questão é guardar dinheiro pra poupar ou investir aí depois que vc guarda ele fala que não dá pra resgatar e que quando for resgatar perde parte do dinheiro faz o aplicativo perder a fama desse jeito;Santander;Problemas de Resgate;Investimentos;2.0;Strategic;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;App trava;Performance e Estabilidade;1.0;Supporting;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Atualizações com falhas;Performance e Estabilidade;1.0;Supporting;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Cobrança de tarifas;Gestão de Tarifas;2.0;Supporting;Medium
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Frustração com o aplicativo;Performance e Estabilidade;1.0;Supporting;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Interrupções no serviço;Performance e Estabilidade;1.0;Supporting;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Problemas com PIX;Transferências PIX;2.0;Core;High
9ad76aeeeb8777b24312f61a04d9a2c3;horrível atendimento não resolve nenhum problema por meios de comunicação não tem agência na cidade e nem suporte;Santander;Ausência de agência;Acesso Geográfico;2.0;Supporting;Low
9ad76aeeeb8777b24312f61a04d9a2c3;horrível atendimento não resolve nenhum problema por meios de comunicação não tem agência na cidade e nem suporte;Santander;Falta de suporte;Atendimento ao Cliente;2.0;Supporting;Medium
9ad76aeeeb8777b24312f61a04d9a2c3;horrível atendimento não resolve nenhum problema por meios de comunicação não tem agência na cidade e nem suporte;Santander;Meios de comunicação ineficazes;Performance e Estabilidade;1.0;Supporting;High
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;App trava na hora de receber o pagamento;Performance e Estabilidade;1.0;Supporting;High
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;Comparação com custo de arroz;Gestão de Tarifas;2.0;Supporting;Medium
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;Desconto considerado insuficiente;Gestão de Tarifas;2.0;Supporting;Medium
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;Tarifa de 16,00;Gestão de Tarifas;2.0;Supporting;Medium
a0ef09756d1ab23f5705edbf32a656eb;só não dou 5 estrelas por causa do exagero de segurança, a cada dois Pix pede para tirar fotos, isso é muito irritante e faz as pessoas perderem muito tempo e até mesmo dependendo da situação, chegam até perder dinheiro,;Santander;Excesso de segurança ao fazer PIX;Segurança e Proteção;1.0;Core;High
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Dificuldade em fazer investimento;Investimentos;2.0;Strategic;High
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Enrolada no chat;Atendimento ao Cliente;2.0;Supporting;Medium
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Não consegui atualizar meus dados;Gestão de Cadastro e Conta;2.0;Supporting;Medium
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Problemas para abrir;Performance e Estabilidade;1.0;Supporting;High
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Propostas de contratos indesejados;Investimentos;2.0;Strategic;High
dba3426186898249b53ffa95c22a7659;problemas com pix não conseguirão mudar pro meu nome de casada..quero meu pix como Renata Batista Cavalcante;Santander;Problemas com PIX;Transferências PIX;2.0;Core;High
dcf057df08e2e38b4340b2a7b9639765;faltam camadas de segurança. O índice de tentativas de intrusão no app Santander é maior.;Santander;Falta de Camadas de Segurança;Segurança e Proteção;1.0;Core;High
dcf057df08e2e38b4340b2a7b9639765;faltam camadas de segurança. O índice de tentativas de intrusão no app Santander é maior.;Santander;Tentativas de Intrusão Elevadas;Segurança e Proteção;1.0;Core;High
eae4deb32a18206eb0022c43955808b9;tem dia que app nem quer abrir as vezes preciso fazer pagamento e app fica dando erro direto pra entrar na conta;Santander;App não abre;Performance e Estabilidade;1.0;Supporting;High
eae4deb32a18206eb0022c43955808b9;tem dia que app nem quer abrir as vezes preciso fazer pagamento e app fica dando erro direto pra entrar na conta;Santander;Dificuldade em realizar pagamentos;Pagamentos e Boletos;2.0;Core;High
eae4deb32a18206eb0022c43955808b9;tem dia que app nem quer abrir as vezes preciso fazer pagamento e app fica dando erro direto pra entrar na conta;Santander;Erro ao entrar na conta;Autenticação e Acesso;1.0;Core;High
ecc2d21820e6edb8aadca1aca552ccc0;opcao de desativar contatos de agenda para fazer pix muitos itens deveria ser opcional.;Santander;Desativar contatos de agenda para fazer PIX;Interface e Experiência do Usuário;1.0;Supporting;Medium
ecc2d21820e6edb8aadca1aca552ccc0;opcao de desativar contatos de agenda para fazer pix muitos itens deveria ser opcional.;Santander;Obrigatoriedade da funcionalidade de desativar contatos;Interface e Experiência do Usuário;1.0;Supporting;Medium
eeb104b7011c13e962f11d83ad7782c6;Esse APP me envia notificação de boletos em sites que fiz compra. Como eles ficam sabendo disso? espionam demais!;Santander;Espionagem;Segurança e Proteção;1.0;Core;High
eeb104b7011c13e962f11d83ad7782c6;Esse APP me envia notificação de boletos em sites que fiz compra. Como eles ficam sabendo disso? espionam demais!;Santander;Privacidade;Segurança e Proteção;1.0;Core;High
f6667240a354f126f6997b5b6a802d36;Gostaria de saber o que está acontecendo com sistema , pois estou tendo problemas a semana inteira com o app Santander. Tendo logar e fala que encontramos alguns problemas técnicos. A semana inteira foi assim , e até agora não foi solucionado o problema. Será que suporte técnico não vai resolver este transtorno para os seus clientes.;Santander;Dificuldade para logar;Autenticação e Acesso;1.0;Core;High
f6667240a354f126f6997b5b6a802d36;Gostaria de saber o que está acontecendo com sistema , pois estou tendo problemas a semana inteira com o app Santander. Tendo logar e fala que encontramos alguns problemas técnicos. A semana inteira foi assim , e até agora não foi solucionado o problema. Será que suporte técnico não vai resolver este transtorno para os seus clientes.;Santander;Problemas técnicos;Performance e Estabilidade;1.0;Supporting;High
f6667240a354f126f6997b5b6a802d36;Gostaria de saber o que está acontecendo com sistema , pois estou tendo problemas a semana inteira com o app Santander. Tendo logar e fala que encontramos alguns problemas técnicos. A semana inteira foi assim , e até agora não foi solucionado o problema. Será que suporte técnico não vai resolver este transtorno para os seus clientes.;Santander;Suporte técnico ineficaz;Atendimento ao Cliente;2.0;Supporting;Medium
fa3d3f13f49fabbe54d1946b807ae95a;App funciona. Mas deveria ser possível ver o extrato da poupança vinculada a conta.;Santander;Extrato da poupança;Consulta de Saldo e Extrato;2.0;Core;High
fc779dfb1ec7309929c4ac5a95451ece;péssimo não abre de jeito nenhum;Santander;Não abre;Performance e Estabilidade;1.0;Supporting;High
fff3f7db7e60794b9cbf5b8d24ca61bc;Como pode passar+6 dias úteis pra compensar um documento pago.. . se for IPVA. aqui esqueci., povo deixa a desejar.;Santander;Compensação de Documento;Pagamentos e Boletos;2.0;Core;High
fff3f7db7e60794b9cbf5b8d24ca61bc;Como pode passar+6 dias úteis pra compensar um documento pago.. . se for IPVA. aqui esqueci., povo deixa a desejar.;Santander;Demora na Compensação de IPVA;Pagamentos e Boletos;2.0;Core;High
