review_id;comentario;app_name;issue;business_capability;capability_level;capability_type;business_value
525bb5800e63a02ed3834fefef1791e2;INACREDITÁVEL o aplicativo que era pra facilitar não gera o boleto para pagamento. O banco não enviou no e-mail, nem por SMS e não consigo gerar o boleto pelo app e quando tento entrar no site pelo celular ele pede pra entrar no app, o número da central de atendimento só por fixo, quem tem telefone fixo hoje em dia???? TUDO é por celular, e invés de facilitar a vida o banco dificulta! além que o link que me mandaram na resposta da avaliação não abre... JA TO SEM PACIÊNCIA PRA VCS!;Santander;Não gera boleto para pagamento;Pagamentos e Boletos;2.0;Core;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;App trava;Performance e Estabilidade;1.0;Supporting;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Atualizações com falhas;Performance e Estabilidade;1.0;Supporting;High
57ee2bef383e836fdef8847ddcee8597;Se vc quiser passar raiva, está no app certo. O Santander deveria se envergonhar de ter um app tão horroroso como este daqui. Trava toda hora, sempre com problemas, o Pix toda hora pára. Já fiquei na mão várias vezes. Nem app de banco digital consegue ser tão ruim como o app do Santander. Quando forem atualizar o app, revejam as falhas, os bugs, pra não causar estresse nos clientes. Pq pra cobrar tarifa vcs são certinhos, mas pra oferecer serviço descente, vcs são um verdadeiro fracasso.;Santander;Cobrança de tarifas;Gestão de Tarifas;2.0;Supporting;Medium
585d43ac0cee8f9e67c3c9a4241482b6;o aplicativo era incrível, fácil, prático. Mas não sei oq aconteceu, faz uns 2 dias que é uma lentidão, que tá quase impossível de usar o app.;Santander;Lentidão;Performance e Estabilidade;1.0;Supporting;High
5917ee0d8f3d03244f7afedeba8d9a96;Aplicativo fica oscilando entre a versão nova e antiga,trocando frequentemente! Santander on parou de funcionar! Recebi 1 oferta de limite impossível de usar,limite da conta já está no minimo fazendo com que não seja possível aumentar o que foi ofertado no cartão de crédito! No acesso mesmo com biometria,frequentemente pede a senha. Alguém precisa resolver logo esse aplicativo,afinal sempre tem algum bug a muito tempo!;Santander;Biometria pede senha frequentemente;Autenticação e Acesso;1.0;Core;High
5917ee0d8f3d03244f7afedeba8d9a96;Aplicativo fica oscilando entre a versão nova e antiga,trocando frequentemente! Santander on parou de funcionar! Recebi 1 oferta de limite impossível de usar,limite da conta já está no minimo fazendo com que não seja possível aumentar o que foi ofertado no cartão de crédito! No acesso mesmo com biometria,frequentemente pede a senha. Alguém precisa resolver logo esse aplicativo,afinal sempre tem algum bug a muito tempo!;Santander;Biometria pede senha frequentemente;Segurança e Proteção;1.0;Core;High
5917ee0d8f3d03244f7afedeba8d9a96;Aplicativo fica oscilando entre a versão nova e antiga,trocando frequentemente! Santander on parou de funcionar! Recebi 1 oferta de limite impossível de usar,limite da conta já está no minimo fazendo com que não seja possível aumentar o que foi ofertado no cartão de crédito! No acesso mesmo com biometria,frequentemente pede a senha. Alguém precisa resolver logo esse aplicativo,afinal sempre tem algum bug a muito tempo!;Santander;Bugs no aplicativo;Performance e Estabilidade;1.0;Supporting;High
5917ee0d8f3d03244f7afedeba8d9a96;Aplicativo fica oscilando entre a versão nova e antiga,trocando frequentemente! Santander on parou de funcionar! Recebi 1 oferta de limite impossível de usar,limite da conta já está no minimo fazendo com que não seja possível aumentar o que foi ofertado no cartão de crédito! No acesso mesmo com biometria,frequentemente pede a senha. Alguém precisa resolver logo esse aplicativo,afinal sempre tem algum bug a muito tempo!;Santander;Limite de crédito impossível de usar;Empréstimos e Crédito;2.0;Core;High
60c063c4c678eafa182a885e145beafd;Olá, vocês tem colocar uma opção para reativar função de crédito do cartão.;Santander;Reativação da função de crédito do cartão;Empréstimos e Crédito;2.0;Core;High
667efef658c0d7aa3cd5dd76e3267fb2;Nos últimos 3 dias sem condições de entrar no aplicativo ... fazer Pix então nem pensar,o que está acontecendo ?;Santander;Não consegue fazer PIX;Transferências PIX;2.0;Core;High
6811dfa16b8832ad707a74113b9288b4;aplicativo está péssimo para fazer pix aliás qualquer coisa não entra da erro péssimo péssimo;Santander;Erro ao fazer PIX;Transferências PIX;2.0;Core;High
6928dc17f02ca633f3d5324dc0736dee;sério o aplicativo ficou pior ,trava d mais pra acessar;Santander;Trava ao acessar;Performance e Estabilidade;1.0;Supporting;High
6fff6cb83d49ea48bd877e6f25946b8d;Já desinstalei muitas vezes e o aplicativo não entra fala que tem um bug precioso acessar minha corrente pelo app vocês alguém suporte 24 horas?;Santander;App não abre;Performance e Estabilidade;1.0;Supporting;High
6fff6cb83d49ea48bd877e6f25946b8d;Já desinstalei muitas vezes e o aplicativo não entra fala que tem um bug precioso acessar minha corrente pelo app vocês alguém suporte 24 horas?;Santander;Bug ao acessar conta;Gestão de Cadastro e Conta;2.0;Supporting;Medium
6fff6cb83d49ea48bd877e6f25946b8d;Já desinstalei muitas vezes e o aplicativo não entra fala que tem um bug precioso acessar minha corrente pelo app vocês alguém suporte 24 horas?;Santander;Suporte 24 horas;Atendimento ao Cliente;2.0;Supporting;Medium
73d3b20c0232e2b5795ad243816c2159;não consigo entrar ba minha conta;Santander;Não consigo entrar na conta;Gestão de Cadastro e Conta;2.0;Supporting;Medium
73d3b20c0232e2b5795ad243816c2159;não consigo entrar ba minha conta;Santander;ba minha conta;Gestão de Cadastro e Conta;2.0;Supporting;Medium
796ae8bc2083a68d9f4b313332cc5c70;Não consegui na função credito, eu preciso muito de um cartão de crédito, só consegui no débito mais uso pra fazer pagamento com Pix marido envia o valor pra pagar água luz Iptu e pra fazer algumas comprinhas pra casa , já ajuda não preciso enfrentar filas nas lotéricas pago em casa mesmo pelo Pix , gostei do cartão estou precisando de um novo do mesmo,mais não sei como fazer o pedido, Agência Santander se tiver meus dados me envia o novo cartão do mesmo que eu tenho, muito Obrigada,gostei muito;Santander;Dificuldade em fazer pedido de cartão;Empréstimos e Crédito;2.0;Core;High
796ae8bc2083a68d9f4b313332cc5c70;Não consegui na função credito, eu preciso muito de um cartão de crédito, só consegui no débito mais uso pra fazer pagamento com Pix marido envia o valor pra pagar água luz Iptu e pra fazer algumas comprinhas pra casa , já ajuda não preciso enfrentar filas nas lotéricas pago em casa mesmo pelo Pix , gostei do cartão estou precisando de um novo do mesmo,mais não sei como fazer o pedido, Agência Santander se tiver meus dados me envia o novo cartão do mesmo que eu tenho, muito Obrigada,gostei muito;Santander;Dificuldade em utilizar a função crédito;Empréstimos e Crédito;2.0;Core;High
796ae8bc2083a68d9f4b313332cc5c70;Não consegui na função credito, eu preciso muito de um cartão de crédito, só consegui no débito mais uso pra fazer pagamento com Pix marido envia o valor pra pagar água luz Iptu e pra fazer algumas comprinhas pra casa , já ajuda não preciso enfrentar filas nas lotéricas pago em casa mesmo pelo Pix , gostei do cartão estou precisando de um novo do mesmo,mais não sei como fazer o pedido, Agência Santander se tiver meus dados me envia o novo cartão do mesmo que eu tenho, muito Obrigada,gostei muito;Santander;Solicitação de envio de dados para novo cartão;Empréstimos e Crédito;2.0;Core;High
81ca44df1530754823c6d76572b624aa;aplicativo lento;Santander;Lentidão;Performance e Estabilidade;1.0;Supporting;High
82ebb16cb048ff860649e9ac9c26a82b;"horrível! ficam assinando planos SEM a sua autorização, quando vc vai ver, um monte de coisa pra pagar. Ainda usam o termo ""abrir uma excessão"" de estorno desses contratos, como se estivessem fazendo um favor de devolver esse dinheiro.";Santander;Estorno de Contratos;Interface e Experiência do Usuário;1.0;Supporting;Medium
87f96232d3d2fbe26169ada81f6fcdba;Era fácil de usar, porém já faz duas semanas que estou tentando acessar e não estou conseguindo, o pior meus boletos atrasado, e o mais terrível não tem um suporte de ajuda, o site atendimento eletrônico não ajuda e a central de atendimento muito menos. estou muito decepcionada apesar de ninguém irá se importar com isso;Santander;Boletos atrasados;Pagamentos e Boletos;2.0;Core;High
87f96232d3d2fbe26169ada81f6fcdba;Era fácil de usar, porém já faz duas semanas que estou tentando acessar e não estou conseguindo, o pior meus boletos atrasado, e o mais terrível não tem um suporte de ajuda, o site atendimento eletrônico não ajuda e a central de atendimento muito menos. estou muito decepcionada apesar de ninguém irá se importar com isso;Santander;Falta de suporte de ajuda;Atendimento ao Cliente;2.0;Supporting;Medium
8fd74a621a8a9fc160675ca3485776b5;Tá na hora de vcs melhorar o app. Uma eternidade pra abrir isso quando abre. Constantemente tem que limpar a memória do cachê pra ver se resolve. Tô decepcionado.;Santander;Lentidão para abrir o app;Performance e Estabilidade;1.0;Supporting;High
94f7d73946b4e813b7dbb56fe92f3495;Plataforma Santander, sempre que eu faço login na minha conta aparece uma propaganda dos seus produtos, deixando minha experiência um pouco cansativa. poderiam atualizar isso?;Santander;Experiência cansativa devido a propagandas;Interface e Experiência do Usuário;1.0;Supporting;Medium
97206df1c01d30c138d6c214c5e208e4;Por favor atualizem esse app não está funcionando nem está abrindo está péssimo, eu preciso usar o app e não estou conseguindo por favor resolvam esse problema.;Santander;App não abre;Performance e Estabilidade;1.0;Supporting;High
97206df1c01d30c138d6c214c5e208e4;Por favor atualizem esse app não está funcionando nem está abrindo está péssimo, eu preciso usar o app e não estou conseguindo por favor resolvam esse problema.;Santander;App não funcionando;Performance e Estabilidade;1.0;Supporting;High
97206df1c01d30c138d6c214c5e208e4;Por favor atualizem esse app não está funcionando nem está abrindo está péssimo, eu preciso usar o app e não estou conseguindo por favor resolvam esse problema.;Santander;Problema de acesso ao app;Autenticação e Acesso;1.0;Core;High
9ad76aeeeb8777b24312f61a04d9a2c3;horrível atendimento não resolve nenhum problema por meios de comunicação não tem agência na cidade e nem suporte;Santander;Atendimento;Atendimento ao Cliente;2.0;Supporting;Medium
9ad76aeeeb8777b24312f61a04d9a2c3;horrível atendimento não resolve nenhum problema por meios de comunicação não tem agência na cidade e nem suporte;Santander;Falta de Agência;Acesso Geográfico;2.0;Supporting;Low
9ad76aeeeb8777b24312f61a04d9a2c3;horrível atendimento não resolve nenhum problema por meios de comunicação não tem agência na cidade e nem suporte;Santander;Falta de Suporte;Atendimento ao Cliente;2.0;Supporting;Medium
9b958180c7f88d4c7f600cc5339f748f;App não tem extrato da poupança, nunca vi isso;Santander;Falta de Extrato da Poupança;Consulta de Saldo e Extrato;2.0;Core;High
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;App trava na hora de receber o pagamento;Performance e Estabilidade;1.0;Supporting;High
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;Desconto considerado baixo;Gestão de Tarifas;2.0;Supporting;Medium
a085e4f3361735932ab8bb3a7f352058;Uma estrela só 🌟 o aplicativo só trava na hora de receber o pagamento, eu acho a tarifa 16,00 e pouco desconto cara, com esse valor compro meu arroz... 🍚;Santander;Tarifa de 16,00;Gestão de Tarifas;2.0;Supporting;Medium
a0ef09756d1ab23f5705edbf32a656eb;só não dou 5 estrelas por causa do exagero de segurança, a cada dois Pix pede para tirar fotos, isso é muito irritante e faz as pessoas perderem muito tempo e até mesmo dependendo da situação, chegam até perder dinheiro,;Santander;Excesso de segurança ao fazer PIX;Segurança e Proteção;1.0;Core;High
b3e6c3eecb2256c75d735b8691a52cc3;Só não dou 5 estrelas porque o banco ainda buga muito, tem muitos problemas. Santander vamos deixar o app mais leve, tá pesado demais... quando mais precisa ele deixa não mão. Um banco grande desse não pode ficar assim;Santander;Bugs no aplicativo;Performance e Estabilidade;1.0;Supporting;High
b473f699d3dec6847b59c43411a2398a;O aplicativo desde que atualizou está simplesmente horrível, levei uns 10 minutos pra conseguir fazer um pix pra poder tirar meu dinheiro desse banco que não tem a capacidade de prestar um serviço decente;Santander;Lentidão ao fazer PIX;Performance e Estabilidade;1.0;Supporting;High
bb1964c223be6aed295ce36e6ed723cb;nao estou conseguindo entrar na minha conta , ele esta bugando;Santander;Não consigo entrar na conta;Gestão de Cadastro e Conta;2.0;Supporting;Medium
bb9b072d2b26d0162bfc53bf9aa9c252;Muito bom, mas o extrato é ruim demais de saber que compra foi feita, nome da loja etc.;Santander;Extrato difícil de entender;Consulta de Saldo e Extrato;2.0;Core;High
bd41156baa99e82aa7448a809c20ff85;estou uma semana tentando fazer empréstimo e só dá sistema indisponível, isso e uma vergonha.;Santander;Dificuldade em realizar empréstimo;Empréstimos e Crédito;2.0;Core;High
bf59e27f3bfa7396db16fc9c0f67ea7f;poderia ter mais limite de crédito 💳;Santander;Limite de Crédito;Empréstimos e Crédito;2.0;Core;High
c4e9099c9ce90166d87d31eca62c9431;estou decepcionada com o app, poxa direto fica travando, não abre o app nem ferrando que raiva. eu precisando fazer um pix o app não abre. uso esse banco 6 anos, mas estou pensando em mudar.;Santander;App trava;Performance e Estabilidade;1.0;Supporting;High
c4e9099c9ce90166d87d31eca62c9431;estou decepcionada com o app, poxa direto fica travando, não abre o app nem ferrando que raiva. eu precisando fazer um pix o app não abre. uso esse banco 6 anos, mas estou pensando em mudar.;Santander;Não abre o app;Performance e Estabilidade;1.0;Supporting;High
c4e9099c9ce90166d87d31eca62c9431;estou decepcionada com o app, poxa direto fica travando, não abre o app nem ferrando que raiva. eu precisando fazer um pix o app não abre. uso esse banco 6 anos, mas estou pensando em mudar.;Santander;Não consegue fazer PIX;Transferências PIX;2.0;Core;High
c98c1c0a4cb3d0181ed1e3b50a63b6af;Aplicativo está fechando sozinho e não está abrindo para nenhuma função;Santander;Não abre para nenhuma função;Performance e Estabilidade;1.0;Supporting;High
cb8c837da178b309109ecb64315478ee;Depois que atualizou o app, não reconhece a biometria, tem que ficar colocando a senha;Santander;Inserção manual da senha;Autenticação e Acesso;1.0;Core;High
cb8c837da178b309109ecb64315478ee;Depois que atualizou o app, não reconhece a biometria, tem que ficar colocando a senha;Santander;Inserção manual da senha;Segurança e Proteção;1.0;Core;High
cb8c837da178b309109ecb64315478ee;Depois que atualizou o app, não reconhece a biometria, tem que ficar colocando a senha;Santander;Não reconhece biometria;Autenticação e Acesso;1.0;Core;High
cc2b75f29fd3fd4a34d3641e6d397933;aplicativo horrível, vive dando erro e está demorando pra abrir. estou dando uma estrela, porque não tem como dar nenhuma.;Santander;Lentidão;Performance e Estabilidade;1.0;Supporting;High
d626ac177f35e0b811d118cb4eb9b473;muito lento, ainda continua lento;Santander;Lentidão;Performance e Estabilidade;1.0;Supporting;High
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Dificuldade em fazer investimento;Investimentos;2.0;Strategic;High
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Enrolada no chat;Atendimento ao Cliente;2.0;Supporting;Medium
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Não consegui atualizar meus dados;Gestão de Cadastro e Conta;2.0;Supporting;Medium
d97a7a0beb082443654fddbe517caa79;Problemas para abrir e quando abre tem propostas de contratos indesejados ( vou deixar essa mensagem anterior adicionar complemento) hoje tentei fazer investimento, não consegui atualizar meus dados e me encaminharam para um chat, enfim estou a 1 hora sendo enrolada no chat...;Santander;Propostas de contratos indesejados;Investimentos;2.0;Strategic;High
da4949d68ef55d21741bde22c656660b;Essa nova aparência da tela inicial do app está horrivel. prefiro a antiga. por favor, coloquem a tela inicial antiga por favor;Santander;Nova aparência da tela inicial do app;Interface e Experiência do Usuário;1.0;Supporting;Medium
da4949d68ef55d21741bde22c656660b;Essa nova aparência da tela inicial do app está horrivel. prefiro a antiga. por favor, coloquem a tela inicial antiga por favor;Santander;Tela inicial antiga do app;Interface e Experiência do Usuário;1.0;Supporting;Medium
dcf057df08e2e38b4340b2a7b9639765;faltam camadas de segurança. O índice de tentativas de intrusão no app Santander é maior.;Santander;Falta de Camadas de Segurança;Segurança e Proteção;1.0;Core;High
dcf057df08e2e38b4340b2a7b9639765;faltam camadas de segurança. O índice de tentativas de intrusão no app Santander é maior.;Santander;Tentativas de Intrusão;Segurança e Proteção;1.0;Core;High
