id;reviewId;content;score;sentiment_label;sentiment_score;PIX_Pessoa1;PIX_Pessoa2;Login/Autenticação_Pessoa1;Login/Autenticação_Pessoa2;Performance_Pessoa1;Performance_Pessoa2;Interface/Usabilidade_Pessoa1;Interface/Usabilidade_Pessoa2;Empréstimos/Crédito_Pessoa1;Empréstimos/Crédito_Pessoa2;Pagamentos/Boletos_Pessoa1;Pagamentos/Boletos_Pessoa2;Saldo/Extrato_Pessoa1;Saldo/Extrato_Pessoa2;Atendimento_Pessoa1;Atendimento_Pessoa2;Cadastro/Conta_Pessoa1;Cadastro/Conta_Pessoa2;Investimentos_Pessoa1;Investimentos_Pessoa2;Segurança_Pessoa1;Segurança_Pessoa2;Notificações_Pessoa1;Notificações_Pessoa2;Questões geográficas_Pessoa1;Questões geográficas_Pessoa2;Placas/Veículos_Pessoa1;Placas/Veículos_Pessoa2;Outros_Pessoa1;Outros_Pessoa2;Observacoes_Pessoa1;Observacoes_Pessoa2;conjunto
126;7f998de8-2e29-4f5d-96e9-c0837502dd36;Sistema de habilitação de id péssimo. Simplesmente não reconhece nosso aparelho. Pra habilitar ficar pedindo pra baixarmos o app mesmo isso já tendo sido feito;1;negative;0.9537705183029176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
133;550efdc9-23a9-4043-b41d-74e0c62bb9c0;Não recebo nenhuma notificação de pix;1;negative;0.6513975858688354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
10;d4c20ab3-76df-4e52-9f41-fc6c2320470b;Não consigo abrir o aplicativo. Tenho sempre que reiniciar o celular. Concordo com todas as avaliações dada aqui;2;negative;0.7409014105796814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
19;70395b56-6ffd-46a5-96d5-e5691a42b179;está péssimo;5;negative;0.9502964615821838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
56;1c82ce15-36f3-4f5c-8a2c-6d4661b30a27;não consigo acessar a conta.;5;negative;0.7792287468910217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
76;93e2c887-9a18-4489-9f9c-b1d992abb4fb;Não consigo resgatar e reaplicar meus investimentos desde sexta-feira Aplicativo instável;3;negative;0.9074631333351136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
151;356123c7-a999-4be2-9f82-599fef432041;É incrível que sempre que eu preciso pagar alguma coisa com esse app ele não tá funcionando. Precisando pedir meh almoço e cadê que eu consigo fazer pix? Depois eles perdem o cliente pra outro banco e acham ruim;1;negative;0.9352765083312988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
105;f163c7fb-977c-4b32-8720-c349f2c3c566;Não fecha. Que saco;2;negative;0.9620850086212158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
136;497fb1a7-a5f3-474c-9432-f4c89c66a442;Constantemente com problema.;1;negative;0.780950665473938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
138;8a2cb131-03be-4002-a07a-5a1a2979d069;Travando feito louco;2;negative;0.7710453271865845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
165;cb8d670d-0ec3-451d-9411-3a8355e43a2c;Horrível;1;negative;0.9091299772262572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
77;3f656324-f2f8-43aa-91b0-48be8e6d9a67;Muita falha pra entrar no aplicativo;1;negative;0.8743294477462769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
80;6ced7077-345f-41b9-8e46-70fac9b9b1b3;Faz dias que não consigo acesso ao aplicativo sem opção de fala com alguém pra resolver horas no SAC falando com ura até cair a ligação sem contato com suporte;1;negative;0.7673110365867615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
198;84d092c8-71e1-49ca-94c1-ef2098f02bbf;Só cliente e venho por esse meio espor minha satisfação sobre o app Santander pelo amor de deus esse aplicativo e péssimo não tem velocidade para as informações em que nós clientes tenta fazer.o Pix e uma demora que chega até desisti de fazer o pix vamos melhorar Santander Deus me livre;1;negative;0.9107905030250548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
39;da25160b-0c30-49c4-8046-fea77687bd06;os extratos não atualizam;4;negative;0.7138354182243347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
25;636f8d51-11ea-488e-a72e-af3ee45ffd97;Porque o aplicativo não manda uma notificação quando entre e sai valor na conta. Eu tenho que ficar indo no aplicativo toda hora pra ver se entro salário ou pix recebidos;2;negative;0.581911563873291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
123;771dfda6-9f88-43c2-8cc8-48280fb19e41;Está horrível.. agora pra entrar no app estou tendo que reiniciar o Cel todo hora.. pq não abre se não fizer isso.;2;negative;0.9409144520759584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
196;1acb1d89-5bd8-4c9d-9e42-97565ea702d5;Nega empréstimo mesmo com garantia um absurdo;1;negative;0.6948478817939758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
30;2dc395fe-0793-437b-bd71-0507093320f2;Estarei encerrando minha conta quando preciso usar o app ele não está disponível além do banco reduzir meu limite do cheque especial. Lamentável;1;negative;0.9284735321998596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
20;0d1f65b9-d268-4d6e-80da-9e43b74ad752;App simplesmente parou de funcionar não consigo receber e nem mandar pix não consigo sacar dinheiro na poupança e nem nda por favor arrume isso logo muita gente precisa dessas opções;5;negative;0.9044066667556764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
144;d8515e25-fe04-4194-a9ea-117eae2b32fd;Estou com problema com banco total insatisfeito pq ninguém resolve o problema;1;negative;0.9179169535636902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
87;bbb79a70-91ac-441c-aad1-a13f3bd1907d;péssimas;1;negative;0.8938239812850952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
115;30544a41-4b61-4713-b8ff-9eda15bf2215;Travou do nada sem querer eu fizesse nada um app atrasado;1;negative;0.802909255027771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
174;d255f1b2-e21e-4364-8fd2-79d1c898d67e;Esta dificil de abrir o aplicativo..pessimo toda hora esta travando;1;negative;0.9343164563179016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
6;b5d20a2a-a5b2-4822-9ac1-0a122b7eb03a;muito cocota liberar o meu limite;5;negative;0.5840694904327393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
127;8a0ac917-2d68-405d-b9a0-41eea21aba73;Esse pior que ruim não consigo acessar nada péssimo....... por esse motivo muitos não quer Santander.;1;negative;0.9120091199874878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
118;49208721-f488-4a36-97d1-ff0caa6643ad;Péssimo Atendimento.;1;negative;0.9375282526016236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
74;585237d2-4986-4caf-93a1-8cbd75aacca8;Estou muito insatisfeito com esse banco;1;negative;0.9525147676467896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
141;82afa9a9-4cac-4b26-80f0-d726c37ef3a9;O problema é quando eu quero abrir o aplicativo tenho que reiniciar o celular;5;negative;0.6399570107460022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
99;c6a78ca5-3c50-4970-a9f8-52e2df29b735;Demora demais em tudo inclusivé para acessar a conta.;3;negative;0.7655880451202393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
173;0b2ec8a1-ab5d-4ef0-a289-e14db823b4c9;O aplicativo era ótimo. Depois da ultima atualização só vem deixando na mão ..... Ta horrível;1;negative;0.9521283507347108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
97;f55c2453-f9af-4f57-a23e-9725e8674fe7;Esse última semana tá terrível;1;negative;0.5870699882507324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
170;c99a8bfc-0c2e-4192-8da0-e4b7c338dc37;Difícil abrir sempre com problemas.;3;negative;0.8426483273506165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
98;c42468ac-7a32-4936-92fb-3d8447f9534c;Vejo as minhas contas no computador e nesse caso preciso do ID e sempre preciso desinstalar e de novo instalar o app. Por isso?;1;negative;0.5802704095840454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
32;90f67af5-28ee-4acd-8267-1707fb8cca74;Não consigo usar o aplicativo tá difícil viu;1;negative;0.893892228603363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
13;6dc80921-73f8-4a5a-97e7-fb281dbb856b;Preciso bloquear um cartão urgente e não acho o caminho.;1;negative;0.7778688073158264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
36;f2f41309-af23-45d7-a2e2-d442225a67f7;Tá na hora de melhorarem esse app. Buga quase sempre.;2;negative;0.8981863856315613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
120;bce647b0-6dd8-414c-9156-1e4b4ef21965;lixo de aplicativo. Toda hora em manutenção. Deixa você na mão se precisar fazer pagamentos.;1;negative;0.9442929029464722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
43;157da739-6990-4f97-9e3e-c3065b220fcd;Muito ruim e complicado de mexer;1;negative;0.9302826523780824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
190;3080655d-5cf5-46e1-85b8-57d3bee473a5;Já foi melhor;4;negative;0.4300882518291473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
91;2e0038ee-02da-4d6f-bf7d-3b1f56584adf;lento e fecha várias vezes antes de fazer login;3;negative;0.6496349573135376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
137;a6979ef1-9eda-4de6-90de-0174c5ac58a0;A última atualização deixou o app péssimo. Não consigo acessar mais minha conta pelo app. Fica inviável continuar utilizando esse banco...;1;negative;0.9438862800598145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
52;fee48144-1126-4ac1-b296-10470d9befb3;Tem um bug que não consigo mais acessar meus investimentos;1;negative;0.8342539072036743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
128;d3c417da-7087-4160-99af-19826980ed91;Muito fraco não dá alerta de pix;1;negative;0.9209185242652892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
163;86d14aa2-05e5-4d00-b3f5-6e52145536f3;App está dando erro desinstalei para ver se resolve e agora não instala não é nada que precise atualizar já verifiquei ele simplesmente não acessa a conta e agora nem instalando está;1;negative;0.8255651593208313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
42;555dd951-abfd-4a72-8fe9-776487592d67;Péssimo atendimento por ligação;1;negative;0.9119341969490052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
119;dd235820-336a-41c5-8d0f-69424cccfbe3;Aplicativo está travando muito tenho que reiniciar o celular toda vez que preciso entrar no aplicativo 😡;1;negative;0.8976495862007141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
114;ee441c3a-69c1-454e-9db0-8c6a75ac38fc;Muito ruim;1;negative;0.937163770198822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
27;ec423076-5457-4497-97d9-62d9cfadd954;Pessimo....quero incerrar a conta..;1;negative;0.9519102573394777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
140;cde7ec31-b0ed-4803-8a3b-b6988cce4a64;péssimo tarifa muito alta e cobra juros sem vc tá usando não recomendo;1;negative;0.9455516338348388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
101;7a92a424-0ce6-4019-9c84-b0e20ea2beb4;nunca consigo entrar no aplicativo pq diz que a senha expirou e quando tento fazer uma nova senha o serviço está indisponível. ligo para o banco e a ligação caiu e não ligam de volta. resumindo o aplicativo é inútil;1;negative;0.896630048751831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
112;86f4b030-18ef-46c2-991c-34469d6e75cd;Esse aplicativo é muito ruim não tem nenhuma opção de encerramento de conta e o banco parece q fica obrigando o usuário a ficar com a conta e o usuário fica preso no aplicativo sem saber o q que fazer.;1;negative;0.9444044232368468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
3;301a63c3-def6-49b7-b7e6-0d0b70043bd1;Minha senha do aplicativo esta bloqueado;5;negative;0.7525505423545837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
78;b40083b1-f8df-42ac-a851-28aa939ae509;Está péssimo para abrir;2;negative;0.942437708377838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
47;5d6152ee-91b9-4088-9777-c4bf07521e43;É o pior banco que não aprova ninguém no cartão de crédito nem no limite de cheque especial Santander pior banco nota zero 0000000🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮;1;negative;0.9265508651733398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
188;4ee7f6b3-f77b-4346-922a-480c63b562d7;Este aplicativo está impedindo de eu abrir uma conta no Santander primeira que é sobrepor aos outros aplicativos depois quer vasculhar o celular da gente todo e tenho que autorizar outros empresas parceiros pode usar meus dados também com pode isso um absurdo esse aplicativo não tenho que autorizar isso e o aplicativo obriga a fazer se quiser usar ele o app então prefiro não abrir minha conta no Santander infelizmente;1;negative;0.9399687051773072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
192;a9f445f0-c51f-4ca4-85a4-9f97468ac760;Eu não sei oq tá acontecendo mas tá ficando complicado assar o aplicativo Santander déjà de ontem não tô conseguindo entrar no aplicativo Santander oq tá acontecendo;5;negative;0.858708918094635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
86;6dd18c52-1856-4a3a-9899-4b3fb5a2c87d;o app até que funciona! mas é muito lento pra abrir no celular...;4;negative;0.6609416604042053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
162;6588228d-69e9-48aa-aa35-50b75ebcdb54;Só ter dinheiro na conta que o app para de funcionar do nada;1;negative;0.5767810344696045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
37;baa63806-2cd6-4ded-99e3-89bdaf069631;Aplicativo está péssimo não se consegue resolver nada a mensagem tente mais tarde é constante;1;negative;0.9192308783531188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
191;93c1ebc8-53af-412d-8b69-7af4b4d069ce;Faz uma semana que está difícil lidar com este aplicativo se quiser pagar contas tem que desinstalar e instalar de novo assim não dá até quando vamos ter dificuldade com o aplicativo!;4;negative;0.91206693649292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
62;dd51cf42-da2c-46b1-a2f5-f8420f3e2cc1;banco lixo;1;negative;0.9257372617721558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
23;6837ea71-29f2-4471-9898-92ea67eab427;aplicativo com deficiência travando muito;2;negative;0.890265703201294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
142;45e15266-4bed-4a05-a1c7-b497af3b3341;Era muito bom mas de um tempo pra cá nem Pix consigo fazer tá horrível;2;negative;0.9139556884765624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
102;7e0cef3f-94d3-45d6-96eb-afd381ab51e7;Um lixo;1;negative;0.956828773021698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
34;93aba473-6e3b-4a19-aa37-97c0ff448b14;travando direto;3;negative;0.7928915023803711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
12;f34faed6-853d-4788-bc84-bc52143086aa;App horrível não entra não dá pra acessar Tem que desinstalar e instalar novamente pra poder conseguir entrar no app;1;negative;0.9002485871315002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
195;2e9d7d67-40e5-4df1-be97-c28a7d37ef79;o extrato de investimento não atende as minhas expectativas;4;negative;0.8967322111129761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
160;074e27c7-e128-462a-8455-393052664195;Orrivel banco fdp fica quase sempre indisponível;1;negative;0.9529715180397034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
7;d0c80d8f-65b7-48e7-8650-dc20e4b6b3e7;O app para de funcionar e me da o erro lclrp0005 e não me deixa entrar na conta. péssimo serviço;1;negative;0.9347462058067322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
28;bffa989b-a9e1-47eb-8e3e-873580318783;por q o APP tá horrível de abri;1;negative;0.9444770216941832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
121;6d47afed-a32d-43df-bed1-e101f641b55e;Arrumem isso ai nao estou conseguindo logar;1;negative;0.8569921255111694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
5;dc2e6193-002d-4d74-8ec8-50f51f170e42;Ruim.;3;negative;0.9420103430747986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
33;9c3b0310-9f8e-4a75-a593-6f0992d6b73b;Não consigo acessar minha conta toda vez tenho que reiniciar o celular;1;negative;0.8120984435081482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
143;184dffef-7cf7-419a-94b8-8a1b561237de;App não está funcionando 05/07. Fica dando falha na comunicação toda vez q tento fazer alguma transação.;1;negative;0.7456524968147278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
146;19dc3a18-5045-4d18-a184-2e6650270dc0;O APP péssimo.;1;negative;0.9566561579704284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
110;c04c6f60-c238-4158-b7a2-672469327317;Travando muito;1;negative;0.5557739734649658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
145;c5ff5280-ba25-4c9e-a52f-e74522074d10;Não estou conseguindo acessar minha conta;5;negative;0.7992730736732483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
11;c09706e8-33db-4ebf-bae5-eef7bcc50ea7;App com problema de biometria facial e chave pix;2;negative;0.6853336691856384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
63;a46ebcd8-6e1f-4174-ac4b-f332ba9c4751;Como demora a abrir;4;negative;0.7204197645187378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
113;6b7bf6e0-4913-4118-8ae7-7ac703e53d38;Esse é o pior app comparado a outros bancos. Travando ou tá fora do ar....;3;negative;0.9523491859436036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
147;2fde9996-9b9b-4cf0-9741-b238399def79;O aplicativo está muito lento e trava demais;2;negative;0.9130645394325256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
167;a27b3258-cf25-4e9c-962c-a5c3561d6503;Quero normaliza meu app;5;negative;0.5199074149131775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
1;8a6111bc-d637-495d-972a-b7086929e2bd;Fica apresentado erro e não entra na conta.;1;negative;0.6553788185119629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
199;5be2f689-03ee-47bb-8837-97b6f5c340c9;péssimo;1;negative;0.8811744451522827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
154;87f800ff-13c4-4252-baca-97f0cf69314f;O aplicativo não está funcionando só fica dizendo que a senha expirou e o aplicativo nem abre.;1;negative;0.756010115146637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
71;6e483819-3283-4e65-ac1d-82ca1aedb9ac;Muito ruim. Trava muito;1;negative;0.9568081498146056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
124;c03b3740-34f1-4010-af46-c380c2aff904;Uma droga este aplicativo vive travando quando mais preciso fazer pix;1;negative;0.9220364093780518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
65;b31f7f27-5de4-46ab-833e-688cfd84a6f4;Há dias que o aplicativo não está funcionando direito. Já reclamei através do atendente e nada ficou resolvido. Descaso total com o cliente. José Carlos;1;negative;0.938267946243286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
45;73e5ca73-0c9f-4db8-a44a-69de5ac78def;Péssimo os telefones não funcionam e os atendentes educados;1;negative;0.9399229884147644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;treino
164;ebf43056-796b-4de4-b103-734b6501fb61;Não estou conseguindo acessar o APP;5;negative;0.7660025954246521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;teste
