Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score
28,12c0c055-16bd-43d5-b7af-1a914db0cfdd,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo.,5,0.0,24.4.2.0,11/07/2024 12:43,,,24.4.2.0,positive,0.7302160263061523
30,9a4b6263-1e75-43ce-812d-e3023165547f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fácil de usar e prático,5,0.0,24.4.2.0,11/07/2024 12:32,,,24.4.2.0,positive,0.7242467999458313
31,5d030c10-4e0c-4c2f-bb5f-2b6181036703,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo banco bom limite de crédito e aplicativo fácil de mexer,5,0.0,24.4.2.0,11/07/2024 12:25,,,24.4.2.0,positive,0.810882568359375
33,f1e0a4e3-be34-4d72-9b0f-adc4d8349925,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.6.2.0,11/07/2024 12:20,,,24.6.2.0,positive,0.81575608253479
34,8457c953-8fd1-4cde-a88a-34fbac5e1297,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tudo ok 👍,5,0.0,24.4.2.0,11/07/2024 12:11,,,24.4.2.0,positive,0.6420859694480896
37,f90b86a9-d73d-46cd-92c8-1d49a5153d40,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,4,0.0,24.6.2.0,11/07/2024 11:55,,,24.6.2.0,positive,0.81575608253479
38,aed2c206-b88d-43ee-b9d8-e177fccde1e8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Por muitas vezes trava. Como nesse momento. Tenho que fazer pagamento e.nào.consigo.,4,0.0,,11/07/2024 11:55,,,,negative,0.8182764053344727
41,3b895904-0820-4949-9696-68826b246762,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom demais,5,0.0,24.4.2.0,11/07/2024 11:41,,,24.4.2.0,positive,0.8226900696754456
43,c24d1e90-a7f4-49d6-9040-7a4107741abb,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,legal,3,0.0,24.4.2.0,11/07/2024 11:40,,,24.4.2.0,positive,0.5160762667655945
44,db6bd503-2ebd-4555-893f-52cc5fb731cc,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0.0,24.4.2.0,11/07/2024 11:28,,,24.4.2.0,neutral,0.42623841762542725
45,8ca78827-5a2d-4cf2-a363-2831302d36f4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bom,4,0.0,24.4.2.0,11/07/2024 11:19,,,24.4.2.0,positive,0.4632158875465393
46,f9f769bb-b38a-4f7e-9e43-e4bc5c9c5862,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo app,5,0.0,24.4.2.0,11/07/2024 11:18,,,24.4.2.0,positive,0.8286278247833252
48,2290dc5b-c315-4b60-95dc-7001c2b1f589,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo banco,5,0.0,24.4.2.0,11/07/2024 11:10,,,24.4.2.0,positive,0.7917232513427734
49,3173d017-186a-470c-b8a9-6c394a56cfc5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelente banco ainda não me deu problemas!,5,0.0,24.4.2.0,11/07/2024 10:58,,,24.4.2.0,positive,0.40064898133277893
51,54b91bec-17b7-4234-a698-1bef883880f5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom de mais,5,0.0,24.4.2.0,11/07/2024 10:53,,,24.4.2.0,positive,0.8820452094078064
53,1d9ae338-909a-4ef6-985e-d5545ab0fa10,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,11/07/2024 10:52,,,24.4.2.0,positive,0.5943111777305603
55,fbb0c7f7-d10e-4e7f-9552-9b1024afd7b4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,4,0.0,24.4.2.0,11/07/2024 10:49,,,24.4.2.0,positive,0.81575608253479
56,079462ab-2a80-405b-b3fb-edb3c0b720a3,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelente,5,0.0,24.4.2.0,11/07/2024 10:48,,,24.4.2.0,positive,0.5776392817497253
57,8599b3d1-621c-484d-bcc9-df2880b3d09c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.6.2.0,11/07/2024 10:40,,,24.6.2.0,positive,0.81575608253479
58,f38657ca-7b60-4830-b15c-50e97dd9f862,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,app muito bom e intuitivo!,5,0.0,24.4.2.0,11/07/2024 10:39,,,24.4.2.0,positive,0.8924239873886108
59,ded5a743-9008-483f-8fd5-a7a60c08712d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,eu queria ter um cartão de crédito,5,0.0,24.6.2.0,11/07/2024 10:39,,,24.6.2.0,neutral,0.5163620114326477
61,53937fd9-fe18-478f-97e8-18011171877d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,atendimento colaborador,5,0.0,24.4.2.0,11/07/2024 10:34,,,24.4.2.0,neutral,0.6790487766265869
62,90995256-5a41-4014-937e-6edf99b0cf1b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom.,4,0.0,24.4.2.0,11/07/2024 10:11,,,24.4.2.0,positive,0.5060553550720215
64,2db4b4dd-ee9f-49f0-86b9-7ed887ee98ed,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.4.2.0,11/07/2024 10:08,,,24.4.2.0,positive,0.81575608253479
65,e948edf8-d20b-4519-a708-682251352bf4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelente atendimento e responsabilidade.,5,0.0,24.4.2.0,11/07/2024 10:04,,,24.4.2.0,positive,0.8662346005439758
66,0aefb3ed-3c60-4f4f-bb81-2ac666a0d11e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Péssimo! Os boletos DDA não são excluídos após o pagamento mensal. Por conta disso fiz um pagamento em duplicidade.,2,23.0,24.4.2.0,11/07/2024 10:04,,,24.4.2.0,negative,0.9217475652694702
68,d1f54b5f-add6-4903-ba9f-4d1e8bbd0ee6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,boa,4,0.0,24.4.2.0,11/07/2024 09:55,,,24.4.2.0,positive,0.4135046601295471
70,ae9f4ca9-035c-4b74-917c-b7fe8e592371,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,boa,5,0.0,24.4.2.0,11/07/2024 09:38,,,24.4.2.0,positive,0.4135046601295471
71,83445841-3a3f-4faf-9e6b-5e9dda66e0e2,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,boa,4,0.0,24.4.2.0,11/07/2024 09:36,,,24.4.2.0,positive,0.4135046601295471
72,12b95257-9b96-4b27-b751-78bf79e7cec9,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,11/07/2024 08:56,,,24.4.2.0,positive,0.5943111777305603
74,45e4a162-a315-4b46-aa3d-5e7352c950cf,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom 👍,5,0.0,24.4.2.0,11/07/2024 08:51,,,24.4.2.0,positive,0.8841325640678406
75,efe2d0f7-d23f-4e53-805b-4499624c6fd8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,parece bom,5,0.0,24.4.2.0,11/07/2024 08:47,,,24.4.2.0,positive,0.6725102663040161
78,c9767313-5623-48e6-b8f9-0cf2fccefa4b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bota a opção de persona as cores o tema do app. Ou deixa todo vermelho. Está feito. Como vou compartilhar meu Pix não tem a opção. Deixa o app melhor pelo amor de Deus,2,0.0,24.4.2.0,11/07/2024 08:33,,,24.4.2.0,negative,0.8072283267974854
83,a7ca086e-e3fc-40ba-a2cb-b21935310d44,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maravilhoso,4,0.0,24.4.2.0,11/07/2024 07:49,,,24.4.2.0,positive,0.5969864130020142
84,1d2b7e24-0ea6-4343-9767-eb4f93ca0843,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelente,5,0.0,24.4.2.0,11/07/2024 07:33,,,24.4.2.0,positive,0.5776392817497253
87,bab8dba0-83e3-499c-9ca2-5828a16844de,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,prática fácil de mexer,5,0.0,24.4.2.0,11/07/2024 06:48,,,24.4.2.0,positive,0.4612344801425934
89,2b6c23a7-1354-422a-8114-242618126d19,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,otima,5,0.0,24.4.2.0,11/07/2024 05:50,,,24.4.2.0,positive,0.5457127094268799
94,ae08430e-98cc-4891-8068-28b5cb00b672,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,app adoroo e os atendentes do banco sao maravilhosos,5,0.0,24.6.2.0,11/07/2024 02:41,,,24.6.2.0,positive,0.8768286108970642
96,d3f95c53-c841-4930-8c98-491b1350bb7c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo app,5,0.0,24.4.2.0,11/07/2024 01:37,,,24.4.2.0,positive,0.8286278247833252
97,b5d7fbe3-ed01-4660-a0da-bc67da43743a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,o branco para cobrar imposto,3,0.0,24.4.2.0,11/07/2024 01:35,,,24.4.2.0,neutral,0.537407636642456
100,e572396f-4c17-42e5-9af7-60fcd2a2908e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,amo os funcionários desse banco,5,0.0,,11/07/2024 00:37,,,,positive,0.8671183586120605
101,a1af95aa-fa7c-4205-ba10-5208b681c16a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ótimo,5,0.0,24.4.2.0,11/07/2024 00:26,,,24.4.2.0,positive,0.687938392162323
102,bfbd734a-0d9b-4bf1-8c2b-ee675e59a18c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bom app,4,0.0,24.6.2.0,11/07/2024 00:21,,,24.6.2.0,positive,0.7886596918106079
105,e4f3de74-136d-4398-abbb-22e5d8f0e7a6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.4.2.0,10/07/2024 23:14,,,24.4.2.0,positive,0.81575608253479
106,4910fc95-72f4-4ce8-b6ce-2c9deb768f5d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Todas as vezes q preciso entrar no meu banco tenho q reiniciar o aparelho. Não sei o porque disso pois antes não era assim. Será do próprio aparelho ou do aplicativo ?,2,0.0,24.4.2.0,10/07/2024 23:04,,,24.4.2.0,neutral,0.5294516682624817
108,87f800ff-13c4-4252-baca-97f0cf69314f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo não está funcionando só fica dizendo que a senha expirou e o aplicativo nem abre.,1,0.0,24.4.2.0,10/07/2024 22:36,,,24.4.2.0,negative,0.756010115146637
110,62f6be3d-9239-44ce-b231-165774e812a0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelente,5,0.0,24.4.2.0,10/07/2024 22:34,,,24.4.2.0,positive,0.5776392817497253
111,f163c7fb-977c-4b32-8720-c349f2c3c566,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não fecha. Que saco,2,0.0,24.4.2.0,10/07/2024 22:31,,,24.4.2.0,negative,0.9620850086212158
112,2c698800-bc57-468b-9716-9e8fa8b98427,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,top,5,0.0,24.4.2.0,10/07/2024 22:28,,,24.4.2.0,positive,0.4821670353412628
113,bffa989b-a9e1-47eb-8e3e-873580318783,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,por q o APP tá horrível de abri,1,0.0,24.6.2.0,10/07/2024 22:27,,,24.6.2.0,negative,0.9444770216941833
114,54f05d25-1abb-4e78-a70a-cb8041a690a2,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Olá Pessoal uns dos melhores Banco do🇧🇷👑🥰🌎💲🍓🤝,4,0.0,12.6.0.0,10/07/2024 22:17,,,12.6.0.0,positive,0.8775975108146667
115,3e20a934-f93d-4eb9-aada-c8e75c6d16a9,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,4,0.0,24.6.2.0,10/07/2024 22:12,,,24.6.2.0,positive,0.81575608253479
116,f6416ceb-83a2-4f2e-b801-fe98aa0f8927,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,E bom,5,0.0,24.4.2.0,10/07/2024 22:08,,,24.4.2.0,positive,0.6131898760795593
117,4abb6b08-bb05-436e-9c6b-088674672d3e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente!,5,0.0,24.4.2.0,10/07/2024 22:00,,,24.4.2.0,positive,0.8575693368911743
119,5b272989-74e2-4d98-b1b4-d1358114c666,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,praticidade,5,0.0,24.4.2.0,10/07/2024 21:46,,,24.4.2.0,neutral,0.5085185766220093
