reviewId;content;score;negative;positive;neutral;PIX;Login/Autenticação;Performance;Interface/Usabilidade;Empréstimos/Crédito;Pagamentos/Boletos;Saldo/Extrato;Atendimento;Cadastro/Conta;Investimentos;Segurança;Notificações;Questões geográficas;Placas/Veículos;Tarifas/Cobranças;Outros
bc2ca90b-4a21-4923-85eb-ec61f752d3f3;otimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
f8d070cb-fa93-4ada-a0c1-32fb30cfe195;ótimo é sensacional;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b9551a2a-889c-4b70-adfb-b4ffe316ef4f;top;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74823847-c2b1-435b-8075-c14448a03e7a;gosto muito desse banco mas não tava conseguindo fazer a senha mas consegui;5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306aa5ce-ca89-464f-9547-902500f6b9bd;excelente banco;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7bc1aab0-f363-4ac7-bffa-5f4dab85a3c7;bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5be2f689-03ee-47bb-8837-97b6f5c340c9;péssimo;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553fcb0e-ee07-4b4f-9e18-d164a5f28d88;banco horrível tenho é ódio;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ae07a29b-8a55-41de-a95e-4210239ac846;Não consigo entrar na minha conta;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
7cbffcfa-2d7f-435c-9b25-de86eb04afe4;Ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1e488c98-a299-4cdb-acd9-441c24952956;Ultimamente tá pior que os bancos digitais vive indisponível;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fa8ec45d-b398-4fbb-b02b-ea0c0fa6fa66;Não estou conseguindo acessar a minha conta está horrível;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c6913270-48bd-4488-8598-80fd38e6f5f6;Ruim demais;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
de470be2-4757-4098-8165-7fcc5250315a;Aplicativo muito ruim.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1ca69b3b-d510-49b5-97cf-9c215317658f;Péssimo! Pior app de banco.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
091dc8cb-f5ed-4657-8d10-f90d22631328;De uns dias pra cá o App simplesmente não funciona...fica dando erro dizendo q está sendo solucionado em breve;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
72a2b223-67a0-4731-b8c6-fd4d37e05e46;Aplicativo toda hora não permite acesso;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8ef71315-49ba-441d-94f0-903542258948;Tá horrível;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c9bfabc3-66cd-4f02-9449-f38ba806d156;O aplicativo da Santander poderia ter uma opção de excluir os contatos que estão salvos pelo Pix;5;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
b0758e68-6e52-4890-9918-f85ba6171f4e;Quase sempre o App fica fora do ar.;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4176172d-11a0-48c0-bfea-d0d5d3859a41;atende minhas necessidades;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93aba473-6e3b-4a19-aa37-97c0ff448b14;travando direto;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
898d81d9-7e0b-4316-9289-94ae862483c5;ótimo app recomendo;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
0745edad-cdb7-469d-8be1-ccd7b8f19814;E muito bom mas preciso de mais Crédito;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6f794c75-1cff-4921-a23d-77cd9326dec3;🫤 meh;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
afee383c-db05-4eb2-90ae-6e6e5f6df92f;Ruim;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110aa1d6-23e7-4b65-9688-8de2c6a5a7e3;O melhor Banco. Seria bom deixar personalizar o aplicativo as cores o temas etc pôr favor😔. Atualizar uma versão melhor do app atualizar o App para confirmar as transferências confirma pôr biometria ou senha. Alterar nome etc😢;4;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
dcd6f90f-29e3-4613-8606-dfec78127900;nota 10 simples e segura;5;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
2c33824d-e85d-4868-a16b-a713c0a19f2b;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
771dfda6-9f88-43c2-8cc8-48280fb19e41;Está horrível.. agora pra entrar no app estou tendo que reiniciar o Cel todo hora.. pq não abre se não fizer isso.;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
53da6e8a-c98a-4ae9-82b2-6212fc9209f5;app fácil e está ajudando os clientes.;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
ca808879-c117-4dee-99c4-be8971e8c3bd;muito bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6f284161-7b0f-414e-a737-20396daafc22;Muito bom 👏👏;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89df6327-8428-4e10-adba-b3092bff0539;bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d255f1b2-e21e-4364-8fd2-79d1c898d67e;Esta dificil de abrir o aplicativo..pessimo toda hora esta travando;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
c40c0a9c-cfd3-4332-bc64-a44c6e02bbd9;Agradável;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ef6e37ce-1c1a-4730-b22c-87274d1f4934;Excelente Atendimento Das Funcionárias Sras: Nathalia E A Sra. Adriana Do Setor Id.;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
bfd946a9-946b-4f1e-ba1f-575611f50cab;Otimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c74f82be-f47e-467c-8d47-e282a260529c;bom;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fd696189-ac1c-401a-8889-af2924f4fad6;ok;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21dc5c7c-7b78-43ae-b3f5-e529d1ca4e77;preferia senha invés de selfie;5;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
67af28e3-4f5e-4778-8fe9-f3bc22b95158;bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
b5958263-cd83-4178-8c8e-d3ee91f96a7c;amei apenas espero que aprove o meu emprestimo;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ff786620-c498-4375-9862-44861ee24659;top;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65d1333f-0f99-467c-9de1-e73cea69dd53;Eu quero abrir esse aplicativo Santander Bepkakoti;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
cd13a491-a6d2-471d-85cc-519eb957a90d;muito bom gostei muito do Santander;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4dde3c03-e905-497d-815b-350d78b8bc77;muito bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8feacdf6-91fe-418d-aa60-de82938ab0d1;otimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3468ab7d-bad7-4a18-bcc5-34f37e955eff;excelente;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aea9615f-ea87-4246-b8f8-89f520b9df33;Ótimo 😊;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65680e49-8c93-410b-b642-ca4dac8d8228;Sempre bem atendida pelos funcionários.;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
0fb17652-8e40-4bae-94b8-7676565b7650;legal;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
57dcb8fc-28da-4562-be5d-54981f80a1bd;são boms porque evita de fica na fila só que precisa entender o apricativo mas ajuda muito i ganha tempo.;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
0d1f65b9-d268-4d6e-80da-9e43b74ad752;App simplesmente parou de funcionar não consigo receber e nem mandar pix não consigo sacar dinheiro na poupança e nem nda por favor arrume isso logo muita gente precisa dessas opções;5;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2c57ea5e-6a35-45ce-9c37-f07092e148f5;Ótimo gostei;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d1bd17d4-0163-452b-af93-c1217ea8eba4;e uma conta boa;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
a2376ae2-8d66-49a7-87d4-6c80739f859d;otimo app;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
e9244715-22e1-47b5-96a1-52ea42d57584;Bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88b4d4a3-8ea2-49cf-b29b-c6a4723929a2;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cf535830-b7f6-4f49-8bb5-b2a96ed513cf;top;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c05fd024-2a83-45e1-9f63-13cb7629a128;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67d133b5-5dd6-4664-9db1-a0752c1055f4;bem explicado.favorece o cliente.parabens pela iniciativa.;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5bb1146f-7328-4a8a-b25f-4f5a18915566;top;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4fe15854-a1bf-4a10-967d-a486f886afeb;Excelente banco lo recomiendo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88a12a9f-0175-4541-bc3d-992d4f359c11;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7e7d19fa-53fd-46cc-8bb9-e1313785dd1b;Não estou conseguindo acessá mimha conta;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bd429aae-50bf-4ed0-b922-d86d5f72014f;bom de mais já tenho mais de 40000 de crédito;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
8f5eb29f-b1f2-4ff6-8bb4-a3b174226821;muito bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c5ba2154-5c10-4f0b-9102-b28b29bcb503;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
a96692a0-36df-478e-aa6b-c43e927750f9;banco Santander esse eu recomendo pra mim é um dos melhores;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15446b6e-08f6-4f48-8590-36241289264a;Muito bom obrigado;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138eb81d-bef6-440f-a6c1-235e93351518;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
028ceaab-1183-4853-a31b-2dff7d173d8e;muito bom 👍;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2a9fd7fa-350a-448c-a18e-797fe7f87ed5;excelente;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8028f3a4-59a1-4d6c-a8b1-c1e4ddc7c723;muito bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1fb6922a-eb17-491a-b1ab-ed7368295ce3;muito bom.super detalhado;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ece64d17-d086-4f54-86fc-71ddbd991bce;Ótimo app;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
46567960-334b-48d0-a8b6-003babc64e66;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9c941f63-a9ac-4d12-a6d1-80a9fdc2ad9c;Facilidade on LINE..;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
e7ef1588-0a13-4c94-9be5-0809cd0ea6bc;aplicativo de fácil manuseio.;5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
19ac3385-6538-47e5-8598-a2e0700cbbdc;Ótimo...;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145d0059-1152-4881-8be4-5f1d950e2d17;ótima;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
f14d7f0c-b9bc-4105-8ea1-48d07dee6d72;muito prático;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6490a2c2-e61d-40ce-bc27-1237a720eb23;ok;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373e9efe-b7e8-49e3-bcb6-c42880707d49;muito bom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cbd05f40-9a24-4d68-af9e-90a45251308c;top;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
f0e60bc1-de85-475c-9cb9-65feb554fc16;Ótima;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
f7886f15-efa3-469d-a8d7-70e82c9777c3;ótimo;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92576ded-1de8-4229-b885-b29205d94d95;o melhor banco q eu já tive;5;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
4cc02ddb-723b-4e5f-9d15-8e4f74a5097a;top;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13d2bb1b-62f6-4e5a-bd7f-75fffcb98fa8;muito bom 👍;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ad1014fc-cb78-439a-8728-f4fae05f0525;ótima so faltou um cartão de crédito;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
45bb6a01-0548-4bf7-9eb8-bb5322795d09;Excelente;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6aa9cc68-c49e-4e0a-a8d4-9acee3cc20d0;Poderiam colocar senha para as movimentações pia PIX.;3;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
