Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score,functional_category
75,efe2d0f7-d23f-4e53-805b-4499624c6fd8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,parece bom,5,0.0,24.4.2.0,2024-07-11 08:47:08,,,24.4.2.0;;;;,negative,0.6614173054695129,Outros
97,b5d7fbe3-ed01-4660-a0da-bc67da43743a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,o branco para cobrar imposto,3,0.0,24.4.2.0,2024-07-11 01:35:48,,,24.4.2.0;;;;,negative,0.5007315278053284,Outros
106,4910fc95-72f4-4ce8-b6ce-2c9deb768f5d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Todas as vezes q preciso entrar no meu banco tenho q reiniciar o aparelho. Não sei o porque disso pois antes não era assim. Será do próprio aparelho ou do aplicativo ?,2,0.0,24.4.2.0,2024-07-10 23:04:09,,,24.4.2.0;;;;,negative,0.4373069405555725,Performance
108,87f800ff-13c4-4252-baca-97f0cf69314f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo não está funcionando só fica dizendo que a senha expirou e o aplicativo nem abre.,1,0.0,24.4.2.0,2024-07-10 22:36:03,,,24.4.2.0;;;;,negative,0.4426734149456024,Login/Autenticação
113,bffa989b-a9e1-47eb-8e3e-873580318783,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,por q o APP tá horrível de abri,1,0.0,24.6.2.0,2024-07-10 22:27:18,,,24.6.2.0;;;;,negative,0.5674318075180054,Performance
116,f6416ceb-83a2-4f2e-b801-fe98aa0f8927,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,E bom,5,0.0,24.4.2.0,2024-07-10 22:08:44,,,24.4.2.0;;;;,negative,0.6618622541427612,Outros
127,74823847-c2b1-435b-8075-c14448a03e7a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gosto muito desse banco mas não tava conseguindo fazer a senha mas consegui,5,0.0,24.4.2.0,2024-07-10 20:39:36,,,24.4.2.0;;;;,negative,0.3923946022987366,Login/Autenticação
134,7bc1aab0-f363-4ac7-bffa-5f4dab85a3c7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-10 19:51:10,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
138,5be2f689-03ee-47bb-8837-97b6f5c340c9,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,péssimo,1,0.0,24.6.2.0,2024-07-10 19:43:38,,,24.6.2.0;;;;,negative,0.5713897347450256,Outros
140,553fcb0e-ee07-4b4f-9e18-d164a5f28d88,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banco horrível tenho é ódio,1,0.0,24.4.2.0,2024-07-10 19:42:19,,,24.4.2.0;;;;,negative,0.5845533013343811,Outros
146,1e488c98-a299-4cdb-acd9-441c24952956,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ultimamente tá pior que os bancos digitais vive indisponível,1,0.0,24.4.2.0,2024-07-10 19:36:47,,,24.4.2.0;;;;,negative,0.5290353298187256,Performance
147,fa8ec45d-b398-4fbb-b02b-ea0c0fa6fa66,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não estou conseguindo acessar a minha conta está horrível,3,0.0,24.6.2.0,2024-07-10 19:35:57,,,24.6.2.0;;;;,negative,0.6013920903205872,Login/Autenticação
148,c6913270-48bd-4488-8598-80fd38e6f5f6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ruim demais,1,0.0,24.4.2.0,2024-07-10 19:35:21,,,24.4.2.0;;;;,negative,0.3924826979637146,Outros
154,091dc8cb-f5ed-4657-8d10-f90d22631328,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,De uns dias pra cá o App simplesmente não funciona...fica dando erro dizendo q está sendo solucionado em breve,1,0.0,24.6.2.0,2024-07-10 19:32:02,,,24.6.2.0;;;;,negative,0.6528691649436951,Performance
155,72a2b223-67a0-4731-b8c6-fd4d37e05e46,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplicativo toda hora não permite acesso,1,1.0,24.6.2.0,2024-07-10 19:31:31,,,24.6.2.0;;;;,negative,0.4072577953338623,Login/Autenticação
157,8ef71315-49ba-441d-94f0-903542258948,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tá horrível,1,0.0,24.6.2.0,2024-07-10 19:31:01,,,24.6.2.0;;;;,negative,0.5557329058647156,Outros
158,c9bfabc3-66cd-4f02-9449-f38ba806d156,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo da Santander poderia ter uma opção de excluir os contatos que estão salvos pelo Pix,5,0.0,24.4.2.0,2024-07-10 19:29:31,,,24.4.2.0;;;;,negative,0.496364414691925,PIX
159,b0758e68-6e52-4890-9918-f85ba6171f4e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Quase sempre o App fica fora do ar.,1,0.0,24.4.2.0,2024-07-10 19:27:16,,,24.4.2.0;;;;,negative,0.3991823196411133,Performance
174,771dfda6-9f88-43c2-8cc8-48280fb19e41,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Está horrível.. agora pra entrar no app estou tendo que reiniciar o Cel todo hora.. pq não abre se não fizer isso.,2,0.0,24.4.2.0,2024-07-10 17:36:49,,,24.4.2.0;;;;,negative,0.7751363515853882,Performance
178,6f284161-7b0f-414e-a737-20396daafc22,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom 👏👏,5,0.0,24.4.2.0,2024-07-10 17:29:57,,,24.4.2.0;;;;,negative,0.6480828523635864,Outros
182,89df6327-8428-4e10-adba-b3092bff0539,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-10 17:05:03,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
184,d255f1b2-e21e-4364-8fd2-79d1c898d67e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esta dificil de abrir o aplicativo..pessimo toda hora esta travando,1,0.0,24.4.2.0,2024-07-10 17:00:19,,,24.4.2.0;;;;,negative,0.5182535648345947,Performance
190,c74f82be-f47e-467c-8d47-e282a260529c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,3,0.0,24.4.2.0,2024-07-10 16:42:58,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
196,67af28e3-4f5e-4778-8fe9-f3bc22b95158,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-10 16:11:56,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
215,57dcb8fc-28da-4562-be5d-54981f80a1bd,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,são boms porque evita de fica na fila só que precisa entender o apricativo mas ajuda muito i ganha tempo.,5,0.0,24.4.2.0,2024-07-10 13:26:06,,,24.4.2.0;;;;,negative,0.5514013767242432,Interface/Usabilidade
216,0d1f65b9-d268-4d6e-80da-9e43b74ad752,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App simplesmente parou de funcionar não consigo receber e nem mandar pix não consigo sacar dinheiro na poupança e nem nda por favor arrume isso logo muita gente precisa dessas opções,5,0.0,24.4.2.0,2024-07-10 13:25:05,,,24.4.2.0;;;;,negative,0.6194505095481873,Performance
234,bd429aae-50bf-4ed0-b922-d86d5f72014f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom de mais já tenho mais de 40000 de crédito,5,0.0,24.4.2.0,2024-07-10 12:15:50,,,24.4.2.0;;;;,negative,0.667567253112793,Empréstimos/Crédito
238,15446b6e-08f6-4f48-8590-36241289264a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom obrigado,5,0.0,24.4.2.0,2024-07-10 12:06:11,,,24.4.2.0;;;;,negative,0.8109784722328186,Outros
246,1fb6922a-eb17-491a-b1ab-ed7368295ce3,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom.super detalhado,5,0.0,,2024-07-10 11:45:10,,,;;;;,negative,0.7137713432312012,Outros
256,f14d7f0c-b9bc-4105-8ea1-48d07dee6d72,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito prático,4,0.0,24.4.2.0,2024-07-10 10:55:48,,,24.4.2.0;;;;,negative,0.4938399791717529,Outros
275,ad1014fc-cb78-439a-8728-f4fae05f0525,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótima so faltou um cartão de crédito,5,0.0,24.4.2.0,2024-07-10 09:20:37,,,24.4.2.0;;;;,negative,0.7519298195838928,Empréstimos/Crédito
297,f2ca5ba3-b60b-459c-9616-cc56273b98b0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,perfeito,5,0.0,24.3.2.0,2024-07-10 01:21:26,,,24.3.2.0;;;;,negative,0.61555415391922,Outros
298,dd09dac8-b26e-44bb-8320-468e70601db7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom gostei muito obrigado 🙂,5,0.0,24.4.2.0,2024-07-10 00:33:46,,,24.4.2.0;;;;,negative,0.7359196543693542,Outros
303,497fb1a7-a5f3-474c-9432-f4c89c66a442,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Constantemente com problema.,1,0.0,24.4.2.0,2024-07-09 22:49:42,,,24.4.2.0;;;;,negative,0.6420032978057861,Performance
306,ee776052-c751-45e8-b48a-8067d2442e6d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito 👍,5,0.0,24.4.2.0,2024-07-09 22:37:32,,,24.4.2.0;;;;,negative,0.4812603294849396,Outros
313,3c17c530-ca84-4061-9554-addfbbda77fc,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mto ruim 👎,1,0.0,24.4.2.0,2024-07-09 22:02:11,,,24.4.2.0;;;;,negative,0.6872076988220215,Outros
321,30544a41-4b61-4713-b8ff-9eda15bf2215,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Travou do nada sem querer eu fizesse nada um app atrasado,1,0.0,24.4.2.0,2024-07-09 21:05:06,,,24.4.2.0;;;;,negative,0.5139543414115906,Performance
322,391d9919-962e-46d5-a351-cad0ad00e965,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,parabéns,5,0.0,24.4.2.0,2024-07-09 20:44:37,,,24.4.2.0;;;;,negative,0.512871503829956,Outros
324,b6f34019-ef97-46bd-9379-0985162184e8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pior banco do planeta,1,0.0,24.4.2.0,2024-07-09 20:14:29,,,24.4.2.0;;;;,negative,0.4500980675220489,Outros
326,3decf37b-64d1-4e71-bf8c-2b57c9c1d848,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 20:09:16,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
327,73e5ca73-0c9f-4db8-a44a-69de5ac78def,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Péssimo os telefones não funcionam e os atendentes educados,1,0.0,,2024-07-09 20:05:02,,,;;;;,negative,0.5360525846481323,Atendimento
329,709d645a-7164-4b63-b0c4-1af2cfb4af8c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Faz tempo q espero ser cliente de vcs é vcs não me aprovam,1,0.0,24.4.2.0,2024-07-09 19:22:54,,,24.4.2.0;;;;,negative,0.3793463408946991,Cadastro/Conta
331,9e499264-d02d-436a-bf75-f2241a63ebf5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Meu cartão não chegou estou esperando,5,0.0,24.3.3.0,2024-07-09 19:19:02,,,24.3.3.0;;;;,negative,0.4135248064994812,Empréstimos/Crédito
335,98395237-a6ba-42a1-90d6-3496bba76550,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tô gostando desse banco,5,0.0,24.4.2.0,2024-07-09 18:52:09,,,24.4.2.0;;;;,negative,0.3919903039932251,Outros
341,5ac1d6a5-c208-4954-bad2-da1089d49f01,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom só poderia liberar mais limite pra mim 🥺❤😘,5,0.0,24.4.2.0,2024-07-09 18:05:04,,,24.4.2.0;;;;,negative,0.4955772161483764,Empréstimos/Crédito
342,39a9f84b-d214-4769-873f-f43ece52c82f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito instável e trava toda hora,2,0.0,24.4.2.0,2024-07-09 17:59:57,,,24.4.2.0;;;;,negative,0.553057849407196,Performance
345,e2493821-7b5e-4e6d-b78b-d6c330320b71,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pra eu entrar no app tenho que reiniciar o celular pra entrar,2,0.0,24.4.2.0,2024-07-09 17:35:51,,,24.4.2.0;;;;,negative,0.3747388124465942,Performance
352,fd631c2d-f124-4cc9-8ecf-f247f480b4d2,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 16:51:30,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
354,c7d14e88-5bed-4595-adfe-0486e0fd32f4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O app está horrível diz q o sistema está indisponível,3,0.0,24.4.2.0,2024-07-09 16:22:45,,,24.4.2.0;;;;,negative,0.5398359298706055,Performance
355,8156161f-acca-4b60-b7a6-2d1cd99d3b81,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 16:13:16,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
358,3e5f04f3-d1db-4c69-ba52-e330cf42764e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Se você esquecer agência ou conta tá lascado pq não tem como solicitar pra lembrar.,1,0.0,24.4.2.0,2024-07-09 15:51:31,,,24.4.2.0;;;;,negative,0.5788124203681946,Login/Autenticação
361,60bc8859-3893-4fc5-a5c8-d1f2ad2f26ee,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,toooop,5,0.0,24.4.2.0,2024-07-09 15:35:11,,,24.4.2.0;;;;,negative,0.381134957075119,Outros
364,dad0390a-9dfb-4f29-9446-0664b3d22965,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Boa tarde não consigo entra no app já desinstalei e já estalei de novo e nada de conseguir entra no app,1,0.0,,2024-07-09 15:21:02,,,;;;;,negative,0.6124176979064941,Login/Autenticação
367,6d36e560-3665-431a-bcf0-14c9093d91b0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não se consegue visualizar valores de empréstimos para quitação.,2,0.0,24.4.2.0,2024-07-09 15:11:48,,,24.4.2.0;;;;,negative,0.5437456965446472,Empréstimos/Crédito
376,f0b902b5-d73b-43aa-877c-d9459ae525bb,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom,5,0.0,24.4.2.0,2024-07-09 14:20:29,,,24.4.2.0;;;;,negative,0.678788959980011,Outros
377,9337fdee-228d-4424-a36b-838778cdb095,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,presica travar menos,4,0.0,24.4.2.0,2024-07-09 14:19:32,,,24.4.2.0;;;;,negative,0.4517521858215332,Performance
386,e712f2e8-4ce6-416f-bae5-3a9c37b28f8f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App. Travando toda hora péssimo,2,0.0,24.4.2.0,2024-07-09 13:56:20,,,24.4.2.0;;;;,negative,0.5416771769523621,Performance
